model,target,location,season,disease,interval_score,dispersion,underprediction,overprediction,coverage_deviation,bias,ae_median,relative_skill,scaled_rel_skill,pop,density,inpatient_beds,median_facilities,burden,wis_per100k,normalized_wis_dens,wis_hosp_capacity,wis_facilities,wis_burden
Baseline,wk inc hosp,ar,2022-2023,COVID-19,0.5903810737408978,0.5550210880695973,0.015016444430256038,0.0203435412410444,0.32339042599912166,0.01868686868686867,0.3958185741887664,2.0030962851292298,1,3025891,58.194678618,7641.046703296704,85,8346,0.019510982839133918,0.010144932281802979,7.726442419023297e-5,0.006945659691069386,7.073820677461032e-5
Baseline,wk inc hosp,ar,2022-2023,Influenza,0.486333562505068,0.216275770323188,0.1294332007661549,0.14062459141572506,-0.06320652173913044,0.0878125,0.5334554611559015,1.2434868987769758,1,3025891,58.194678618,7641.046703296704,85,3423,0.016072408507281588,0.008357010882342803,6.364750555643653e-5,0.005721571323589035,1.4207816608386445e-4
Baseline,wk inc hosp,ar,2023-2024,COVID-19,0.6707710053922203,0.630567982682362,0.01957749779954365,0.02062552491031459,0.3280331262939959,0.0029761904761904556,0.49386410222059485,1.7682684706496479,1,3025891,58.194678618,7726.941176470588,84,5129,0.022167718711355443,0.011526328889884899,8.680938421464811e-5,0.007985369111812147,1.307800751398363e-4
Baseline,wk inc hosp,ar,2023-2024,Influenza,0.40301798926001126,0.1389765620222416,0.15755806001245706,0.1064833672253126,-0.12671936758893282,-0.14836363636363636,0.5165569897906278,1.1281962297403465,1,3025891,58.194678618,7726.941176470588,84,3640,0.013318985689174239,0.006925340921727423,5.215750709831294e-5,0.004797833205476325,1.1071922781868442e-4
Baseline,wk inc hosp,as,2022-2023,COVID-19,0.2816691295570854,0.25286924894463786,0.005486372092054247,0.023313508520393288,0.41891084760649977,0.014646464646464644,0.10926703848947568,2.9313148529214184,1,NA,NA,150,1,3,NA,NA,0.001877794197047236,0.2816691295570854,0.0938897098523618
Baseline,wk inc hosp,as,2023-2024,COVID-19,0.21642698597116591,0.21642698597116591,0,0,0.4408695652173913,0,0,1.161487363223115,1,NA,NA,150,1,1,NA,NA,0.001442846573141106,0.21642698597116591,0.21642698597116591
Baseline,wk inc hosp,az,2022-2023,COVID-19,0.5078157227278252,0.45809979512803306,0.017735432449319254,0.0319804951504728,0.2645410628019324,0.05757575757575755,0.34089758983483176,2.142736438144727,1,7276316,64.022113803,14659.978021978022,74,21207,0.006979022388909788,0.007931879979633374,3.46395964555005e-5,0.006862374631457097,2.3945665239205222e-5
Baseline,wk inc hosp,az,2022-2023,Influenza,0.5679498216913359,0.22485149259726245,0.15942011340074638,0.18367821569332707,-0.06252717391304348,0.118984375,0.6311120837404905,1.3337179169191293,1,7276316,64.022113803,14659.978021978022,74,6580,0.00780545844478629,0.008871150731432464,3.8741519314686144e-5,0.007674997590423458,8.631456256707233e-5
Baseline,wk inc hosp,az,2023-2024,COVID-19,0.6347088408425757,0.6080640939893421,0.015299043167533341,0.01134570368570022,0.34019668737060044,-0.029166666666666695,0.34424527183788833,2.157747127409988,1,7276316,64.022113803,14490.240196078432,72,10726,0.008722942225744122,0.009913900106385336,4.380250653224853e-5,0.008815400567257997,5.9174794037159774e-5
Baseline,wk inc hosp,az,2023-2024,Influenza,0.4700112071449676,0.14266404782057404,0.19117067956474731,0.1361764797596462,-0.20300395256916998,-0.021454545454545445,0.6011552093031085,1.311087929887694,1,7276316,64.022113803,14490.240196078432,72,9072,0.006459466674412815,0.007341388455108201,3.243639862313457e-5,0.006527933432568994,5.180899549657932e-5
Baseline,wk inc hosp,ca,2022-2023,COVID-19,0.3087771208287264,0.2618437261030048,0.019574673185558403,0.027358721540163174,0.2173298199385156,0.09166666666666665,0.23921929453483068,1.993329909431686,1,39237836,251.75436223,62078.34065934066,346,126949,7.869371818280866e-4,0.0012265015711887884,4.973991210930765e-6,8.924194243604809e-4,2.43229265948315e-6
Baseline,wk inc hosp,ca,2022-2023,Influenza,0.6719817671329585,0.2896628984321504,0.19825030675768165,0.1840685619431265,-0.06150815217391305,0.1103125,0.6440355187364905,1.478698254797346,1,39237836,251.75436223,62078.34065934066,346,19291,0.0017125862066729636,0.002669196121094591,1.0824737903683776e-5,0.0019421438356443889,3.483395195339581e-5
Baseline,wk inc hosp,ca,2023-2024,COVID-19,0.472278033515816,0.4268497480197058,0.018832887570340344,0.026595397925769808,0.24211180124223602,0.005952380952380956,0.33200397761432787,1.9094191781621772,1,39237836,251.75436223,62704.220588235294,342,56664,0.0012036291540537965,0.0018759477664357133,7.531838033952468e-6,0.0013809299225608655,8.334710460183114e-6
Baseline,wk inc hosp,ca,2023-2024,Influenza,0.42186256129242206,0.1714812836616142,0.16303758029577206,0.08734369733503579,-0.10695652173913044,1.1310323140493385e-17,0.5179192522711579,1.3717752497426154,1,39237836,251.75436223,62704.220588235294,342,14530,0.0010751422715881223,0.001675691167992605,6.727817638667418e-6,0.0012335162610889534,2.903389960718665e-5
Baseline,wk inc hosp,co,2022-2023,COVID-19,0.5654900920619635,0.534136617594772,0.01041049813032485,0.020942976336866693,0.3222924901185771,0.04646464646464644,0.3152649624316282,2.148768923637237,1,5812069,56.081421447,10500.857142857143,90,15440,0.009729583252744652,0.010083376588383776,5.385180317843094e-5,0.006283223245132928,3.66250059625624e-5
Baseline,wk inc hosp,co,2022-2023,Influenza,0.6027875905527055,0.3246671261459476,0.1335153327357238,0.14460513167103406,9.918478260869557e-4,-0.0721875,0.696962789254125,1.361040860902021,1,5812069,56.081421447,10500.857142857143,90,2350,0.010371308230385866,0.010748436380528846,5.7403655944670344e-5,0.0066976398950300605,2.565053576820023e-4
Baseline,wk inc hosp,co,2023-2024,COVID-19,0.6720588831106669,0.6439404366209253,0.016548069731431334,0.011570376758310224,0.34537267080745343,-0.026190476190476215,0.3985687705669391,2.0211617827364403,1,5812069,56.081421447,10568.35294117647,90,8816,0.011563160779933392,0.011983627835571165,6.359163881556109e-5,0.007467320923451854,7.623172449077438e-5
Baseline,wk inc hosp,co,2023-2024,Influenza,0.3529268384962212,0.12724626746579176,0.1320761582762602,0.09360441275416923,-0.16624505928853756,-0.004909090909090902,0.510749914954791,1.1483815995769115,1,5812069,56.081421447,10568.35294117647,90,3735,0.006072309852071977,0.006293115070732583,3.3394686992440026e-5,0.00392140931662468,9.449179076204048e-5
Baseline,wk inc hosp,ct,2022-2023,COVID-19,0.4510434990771637,0.41393047066892535,0.011623711084873378,0.025489317323364936,0.2908915239350022,0.03686868686868685,0.2761489030862627,2.2115801928441225,1,3605597,744.55699104,7518.728021978022,30,15648,0.01250953722995564,6.057877429196446e-4,5.998933566405338e-5,0.015034783302572123,2.8824354491127537e-5
Baseline,wk inc hosp,ct,2022-2023,Influenza,0.6208643332277752,0.23503863536982939,0.17695192344551458,0.20887377441243124,-0.07611413043478261,0.06515625,0.6937398354856874,1.3394443852426643,1,3605597,744.55699104,7518.728021978022,30,2784,0.01721946000143042,8.33870799279649e-4,8.25757137926687e-5,0.020695477774259174,2.2301161394675835e-4
Baseline,wk inc hosp,ct,2023-2024,COVID-19,0.6499730350594339,0.6110219237307982,0.019281907064901585,0.019669204263734162,0.3241511387163561,-0.022619047619047632,0.4462520300164287,1.8685423899711173,1,3605597,744.55699104,7893.019607843137,30,6852,0.018026779894132205,8.729661300359952e-4,8.234782977272331e-5,0.021665767835314466,9.485887843832953e-5
Baseline,wk inc hosp,ct,2023-2024,Influenza,0.3633298317521642,0.13529149375849972,0.1524311912677634,0.07560714672590112,-0.13936758893280632,-0.07799999999999999,0.5332622497428638,1.0046305690919524,1,3605597,744.55699104,7893.019607843137,30,2719,0.010076828657006433,4.8798122390156294e-4,4.6031791355380714e-5,0.012110994391738806,1.3362627133216778e-4
Baseline,wk inc hosp,dc,2022-2023,COVID-19,0.4903351552441355,0.4492003433546203,0.01718279786909446,0.02395201402042076,0.3236100131752306,0.01616161616161614,0.4072508323311743,1.5865105523750527,1,670050,10961.845722,3231.145604395605,9,3456,0.07317889041775025,4.473107610519019e-5,1.517527265181397e-4,0.05448168391601506,1.418793851979559e-4
Baseline,wk inc hosp,dc,2022-2023,Influenza,0.47740155172576443,0.1617660486792219,0.16744550504828376,0.14818999799825874,-0.04520380434782609,0.034999999999999996,0.6736510680908545,1.0031334266847147,1,670050,10961.845722,3231.145604395605,9,500,0.0712486458810185,4.35512014885995e-5,1.477499345979067e-4,0.05304461685841827,9.548031034515289e-4
Baseline,wk inc hosp,dc,2023-2024,COVID-19,0.5910284937597576,0.5445167978882423,0.021447680870843127,0.025064015000672166,0.34847826086956524,-0.011309523809523837,0.6353902393504349,1.5209083588399124,1,670050,10961.845722,2979.2401960784314,9,1536,0.08820662543985637,5.391687757232218e-5,1.983822904033476e-4,0.06566983263997307,3.847841756248422e-4
Baseline,wk inc hosp,dc,2023-2024,Influenza,0.4391429123860875,0.11017846735979833,0.22542117913048737,0.10354326589580179,-0.15438735177865615,-0.053363636363636356,0.700205015552945,0.9426494563564427,1,670050,10961.845722,2979.2401960784314,9,544,0.06553882730931833,4.0061037486118296e-5,1.474009759146411e-4,0.0487936569317875,8.072480007097196e-4
Baseline,wk inc hosp,de,2022-2023,COVID-19,0.5035873817993046,0.45796257135248486,0.00781673390597681,0.037808076540842984,0.3222924901185771,0.08585858585858584,0.44141095828932947,1.5480677028848628,1,1003384,514.93862029,2521.901098901099,8,3431,0.05018889894589755,9.779561329381302e-4,1.9968561892404874e-4,0.06294842272491308,1.4677568691323365e-4
Baseline,wk inc hosp,de,2022-2023,Influenza,0.5439674171468215,0.21449089461093135,0.1457924386255063,0.18368408391038382,0.03563858695652174,0.024062499999999997,0.868154214565067,1.0179751874959846,1,1003384,514.93862029,2521.901098901099,8,442,0.05421328396175557,0.0010563733146301461,2.1569736314554585e-4,0.06799592714335269,0.0012306955139068359
Baseline,wk inc hosp,de,2023-2024,COVID-19,0.5817215494853564,0.5422579195915331,0.014656897664259162,0.02480673222956404,0.3531366459627329,0.016071428571428542,0.509619197170578,1.6350772473514985,1,1003384,514.93862029,2491.426470588235,8,1790,0.057975964285393866,0.0011296910477558392,2.33489350921125e-4,0.07271519368566955,3.24984105857741e-4
Baseline,wk inc hosp,de,2023-2024,Influenza,0.3877521427587724,0.1386887881888854,0.1439284097451919,0.10513494482469511,-0.030671936758893282,0.04236363636363637,0.5806110660047065,0.9738610507015347,1,1003384,514.93862029,2491.426470588235,8,517,0.03864444148588899,7.530065283128317e-4,1.5563459220501203e-4,0.04846901784484655,7.500041446011072e-4
Baseline,wk inc hosp,fl,2022-2023,COVID-19,0.44557800790601776,0.39286673649509624,0.01130893014733933,0.041402341263582214,0.24368028107158543,0.09964646464646462,0.2695808375985071,2.676114630161007,1,21781128,405.98041819,56061.68681318681,204,83913,0.0020457067600264675,0.0010975357134035118,7.947995025387089e-6,0.00218420592110793,5.309999736703702e-6
Baseline,wk inc hosp,fl,2022-2023,Influenza,0.3017103663842414,0.12707388831019809,0.10869730191488405,0.0659391761591593,-0.07577445652173913,-0.09625,0.33150674825086185,1.1996257724358188,1,21781128,405.98041819,56061.68681318681,204,16387,0.0013851916502407103,7.431648248685731e-4,5.381756838491582e-6,0.0014789723842364775,1.8411568095700338e-5
Baseline,wk inc hosp,fl,2023-2024,COVID-19,0.6230626362236868,0.5706927132871061,0.02820917583409501,0.024160747102485714,0.25349896480331263,-0.015476190476190473,0.4330119603236398,2.1428493755818425,1,21781128,405.98041819,56236.117647058825,204,34069,0.0028605618415340423,0.0015347110557733642,1.1079403456228336e-5,0.0030542286089396413,1.8288257249220313e-5
Baseline,wk inc hosp,fl,2023-2024,Influenza,0.20808115805718044,0.05463773658045279,0.09164643043250534,0.06179699104422231,-0.20893280632411068,-0.01927272727272726,0.3099126767442306,1.118934907388847,1,21781128,405.98041819,56236.117647058825,204,18401,9.55327740864387e-4,5.125398879701578e-4,3.7001337710243443e-6,0.0010200056767508845,1.1308144017019751e-5
Baseline,wk inc hosp,ga,2022-2023,COVID-19,0.5773681624067576,0.5346012880998712,0.0050316363798083505,0.03773523792707806,0.28408432147562585,0.13484848484848483,0.3709373104506182,2.2176559769411734,1,10799566,187.11258523,21006.00824175824,138,30172,0.005346216342460036,0.0030856725200875874,2.748585812981814e-5,0.004183827263817084,1.9135892960584567e-5
Baseline,wk inc hosp,ga,2022-2023,Influenza,0.25217639986819035,0.09796436917609597,0.10134017506325098,0.05287185562884338,-0.07271739130434783,-0.079921875,0.30565193731199464,0.943481529632479,1,10799566,187.11258523,21006.00824175824,138,4151,0.0023350605002848295,0.0013477254860126777,1.2004965292115048e-5,0.001827365216436162,6.075075882153465e-5
Baseline,wk inc hosp,ga,2023-2024,COVID-19,0.7631591080513479,0.7127482897415303,0.035110880960210644,0.015299937349606956,0.2995652173913044,-0.05952380952380954,0.505818629664108,1.9013010790250366,1,10799566,187.11258523,21367.46568627451,135,16355,0.007066572009017287,0.004078609181275903,3.5715939328339096e-5,0.005653030430009984,4.66621282819534e-5
Baseline,wk inc hosp,ga,2023-2024,Influenza,0.44239699071909255,0.08753026150174976,0.23660097029312047,0.11826575892422232,-0.26466403162055335,0.034090909090909095,0.5701796671667863,1.273147023414386,1,10799566,187.11258523,21367.46568627451,135,7641,0.0040964330485048425,0.0023643358364980917,2.0704233118449244e-5,0.0032770147460673524,5.789778703299209e-5
Baseline,wk inc hosp,hi,2022-2023,COVID-19,0.37384036237209806,0.3447404538910732,0.012574428093023228,0.016525480388001612,0.3126306543697848,0.00909090909090907,0.24790359526135505,1.7723823643418242,1,1441553,224.45613791,2523.186813186813,24,5720,0.02593316807443764,0.0016655386030120349,1.4816198325796317e-4,0.015576681765504086,6.535670670840876e-5
Baseline,wk inc hosp,hi,2022-2023,Influenza,0.4838217141150702,0.15209866596082586,0.13611196875961457,0.19561107939462977,-0.03535326086956522,-0.0058593749999999965,0.7201610513907488,1.0082088256552026,1,1441553,224.45613791,2523.186813186813,24,378,0.03356253388637602,0.0021555289983162225,1.917502547122137e-4,0.020159238088127925,0.001279951624643043
Baseline,wk inc hosp,hi,2023-2024,COVID-19,0.4766481554309256,0.44559816649177053,0.021926121032134475,0.009123867907020562,0.32026915113871635,-0.07261904761904764,0.3377973336056343,1.9388981845669235,1,1441553,224.45613791,2514.848039215686,24,2547,0.03306490676589245,0.0021235692633277277,1.895335813529232e-4,0.0198603398096219,1.8714101116251497e-4
Baseline,wk inc hosp,hi,2023-2024,Influenza,0.30717085606043876,0.09382954752769274,0.09527253252385316,0.11806877600889285,-0.10616600790513835,-0.09872727272727272,0.4401340007313616,0.985711350115894,1,1441553,224.45613791,2514.848039215686,24,529,0.0213083290077048,0.001368511723139444,1.2214290934104994e-4,0.012798785669184949,5.806632439705837e-4
Baseline,wk inc hosp,ia,2022-2023,COVID-19,0.5209084598201894,0.48859093451421903,0.009337839920546567,0.022979685385423818,0.32602547211242866,0.03838383838383837,0.37159614259684076,1.6155849693914344,1,3193079,57.169008467,7029.956043956044,115,7979,0.016313672784800795,0.00911172808114866,7.409839500604515e-5,0.004529638781045125,6.528493041987585e-5
Baseline,wk inc hosp,ia,2022-2023,Influenza,0.6394606836575515,0.22893851934195628,0.20256100282804318,0.20796116148755206,-0.03807065217391305,-0.007578125000000003,0.8003913241301442,1.2772750568739468,1,3193079,57.169008467,7029.956043956044,115,2191,0.020026459841975455,0.011185442966474942,9.09622591747673e-5,0.005560527683978709,2.9185791129965837e-4
Baseline,wk inc hosp,ia,2023-2024,COVID-19,0.6541623807148149,0.6108098365163129,0.0205216086279257,0.02283093557057626,0.3313975155279503,-0.026190476190476212,0.5254753575478796,1.5053393120583929,1,3193079,57.169008467,7092.421568627451,113,5000,0.020486883685458923,0.011442604975253698,9.22339957354524e-5,0.005789047616945265,1.3083247614296297e-4
Baseline,wk inc hosp,ia,2023-2024,Influenza,0.371196614101051,0.11354767258178587,0.18263285460100395,0.07501608691826119,-0.16426877470355733,-0.2722727272727273,0.5478168557490269,1.130082637633936,1,3193079,57.169008467,7092.421568627451,113,2126,0.0116250369659207,0.006492969251256456,5.2337077048972736e-5,0.003284925788504876,1.7459859553200892e-4
Baseline,wk inc hosp,id,2022-2023,COVID-19,0.5102957287051185,0.48207680486569326,0.010157956295615842,0.01806096754380939,0.3424945103205973,0.02323232323232321,0.32450379850043454,1.833490300330211,1,1900923,23.001022601,2837.0906593406594,45,4416,0.026844629093609712,0.022185784413034433,1.7986585202170148e-4,0.011339905082335967,1.1555609798576054e-4
Baseline,wk inc hosp,id,2022-2023,Influenza,0.7327050426123887,0.19565835469835333,0.2940113337789536,0.2430353541350818,-0.08596467391304348,-0.036640624999999996,0.9319765356020094,1.173161668624001,1,1900923,23.001022601,2837.0906593406594,45,1645,0.03854469868650065,0.03185532466632737,2.5825929820045635e-4,0.016282334280275305,4.4541339976437e-4
Baseline,wk inc hosp,id,2023-2024,COVID-19,0.5949318194534393,0.5544989321386107,0.024966978089748317,0.015465909225080276,0.3301035196687371,-0.047619047619047644,0.48919330689250456,1.553547721797233,1,1900923,23.001022601,2857.642156862745,45,2808,0.03129699727203255,0.025865450844240894,2.081897546285444e-4,0.013220707098965319,2.1187030607316214e-4
Baseline,wk inc hosp,id,2023-2024,Influenza,0.43076317616568766,0.13778020701617544,0.1698195276840196,0.12316344146549263,-0.12355731225296443,0.03972727272727274,0.6023755879016389,1.0850810096074874,1,1900923,23.001022601,2857.642156862745,45,1516,0.022660737766110866,0.01872800108230665,1.5074076896968788e-4,0.00957251502590417,2.8414457530718184e-4
Baseline,wk inc hosp,il,2022-2023,COVID-19,0.36704256753145126,0.33806122355602414,0.010934270690545608,0.018047073284881532,0.29023276240667545,0.0323232323232323,0.2464152157192746,1.8050657127831844,1,12671469,228.2588546,28582.126373626375,177,43550,0.00289660628559681,0.001608010204794269,1.2841681641647662e-5,0.002073686822211589,8.428072733213576e-6
Baseline,wk inc hosp,il,2022-2023,Influenza,0.6524851100873974,0.26694148449381283,0.20474101128632968,0.18080261430725492,-0.09615489130434783,0.005703124999999993,0.70702277152607,1.3974149723447573,1,12671469,228.2588546,28582.126373626375,177,7338,0.005149245995767321,0.0028585314301642754,2.282843136154719e-5,0.003686356554166087,8.891865768430054e-5
Baseline,wk inc hosp,il,2023-2024,COVID-19,0.6097615313397298,0.5659524581634653,0.02153910383478636,0.02226996934147819,0.2861076604554866,-0.023809523809523822,0.3902929521587384,1.861476351998788,1,12671469,228.2588546,28210.33823529412,176,22927,0.004812082413962657,0.0026713598138756707,2.1614825254978815e-5,0.0034645541553393736,2.6595783632386695e-5
Baseline,wk inc hosp,il,2023-2024,Influenza,0.345309441365226,0.13228053475496188,0.1485909394627258,0.06443796714753833,-0.13027667984189722,-0.03545454545454545,0.46840118389118174,1.232504337228365,1,12671469,228.2588546,28210.33823529412,176,6431,0.002725093999482033,0.0015127975734844767,1.224052822355768e-5,0.0019619854623024206,5.369451739468605e-5
Baseline,wk inc hosp,in,2022-2023,COVID-19,0.546126080704089,0.5085276821426421,0.007523888974482945,0.030074509586963942,0.3023100570926658,0.07474747474747473,0.37312610698239246,2.0305425909710526,1,6805985,189.97357795,14972.997252747253,122,18275,0.008024203413673244,0.0028747475654105244,3.647406537818509e-5,0.004476443284459746,2.9883780065887222e-5
Baseline,wk inc hosp,in,2022-2023,Influenza,0.5342538601283722,0.21015382482132627,0.14106058429650645,0.18303945101053942,-0.0795108695652174,0.091875,0.5632656907851898,1.4406602445913383,1,6805985,189.97357795,14972.997252747253,122,6080,0.007849765465665471,0.0028122535033213137,3.568115662549441e-5,0.0043791300010522305,8.787070067900859e-5
Baseline,wk inc hosp,in,2023-2024,COVID-19,0.7167564271393342,0.657132827767084,0.026138663829999454,0.0334849355422507,0.3003416149068323,-0.00833333333333335,0.531139470230682,1.701036303266863,1,6805985,189.97357795,15040.372549019608,122,11399,0.010531266629875531,0.0037729269242272236,4.765549688368957e-5,0.005875052681469952,6.287888649349366e-5
Baseline,wk inc hosp,in,2023-2024,Influenza,0.3499204618621568,0.10659217887479631,0.1619252162465663,0.08140306674079419,-0.19628458498023715,-0.23927272727272725,0.5058786492464303,1.1533880714771985,1,6805985,189.97357795,15040.372549019608,122,6081,0.005141363988638776,0.0018419427882452894,2.326541185876184e-5,0.002868200507066859,5.754324319390837e-5
Baseline,wk inc hosp,ks,2022-2023,COVID-19,0.5510696585529908,0.5171042949083628,0.010344442298477575,0.0236209213461505,0.32470794905577516,0.029292929292929273,0.3865936883665803,1.6881517658391931,1,2934582,35.893253619,8056.854395604396,126,7932,0.018778471978393885,0.01535301492593816,6.839761915688084e-5,0.00437356871867453,6.947423834505683e-5
Baseline,wk inc hosp,ks,2022-2023,Influenza,0.6110802837499529,0.26453256824338534,0.1798216796957561,0.16672603581081147,-0.03875,0.01953124999999999,0.7474706584997831,1.3372108629610242,1,2934582,35.893253619,8056.854395604396,126,1921,0.020823418250025146,0.017024934274180125,7.584601306476905e-5,0.004849843521825024,3.181053012753529e-4
Baseline,wk inc hosp,ks,2023-2024,COVID-19,0.6615051051344537,0.6163001606432966,0.027241203985353617,0.017963740505803395,0.3225983436853002,-0.0648809523809524,0.5132378884616373,1.5238611203303596,1,2934582,35.893253619,7919.235294117647,123,5067,0.02254171480416815,0.018429789401546135,8.353143713583244e-5,0.0053780902856459655,1.3055162919566878e-4
Baseline,wk inc hosp,ks,2023-2024,Influenza,0.37562885085507924,0.1277257115550597,0.1473024274663202,0.10060071183369931,-0.14292490118577075,-0.09290909090909091,0.522566903877629,1.1040365162343602,1,2934582,35.893253619,7919.235294117647,123,1860,0.012800080244991595,0.010465165817574172,4.743246499243352e-5,0.003053893096382758,2.0195099508337594e-4
Baseline,wk inc hosp,ky,2022-2023,COVID-19,0.6136839877221101,0.5925327160993771,0.008792608212464963,0.012358663410268075,0.34710584101888453,0.00757575757575755,0.27923809750471423,2.4675092312357756,1,4509394,114.18646796,11989.818681318682,98,13502,0.013609012379980771,0.005374402052063526,5.118375882349999e-5,0.00626208150736847,4.5451339632803295e-5
Baseline,wk inc hosp,ky,2022-2023,Influenza,0.7010786256520838,0.276423812127416,0.22236556138046046,0.20228925214420732,-0.0652445652173913,0.02718749999999999,0.7803975992371895,1.4089301741764912,1,4509394,114.18646796,11989.818681318682,98,4477,0.015547069642885136,0.006139769783383392,5.847282968043823e-5,0.00715386352706208,1.5659562779809778e-4
Baseline,wk inc hosp,ky,2023-2024,COVID-19,0.7272112501949474,0.7007002178772694,0.017346732318696434,0.009164299998981468,0.3492546583850932,-0.04642857142857146,0.41120263630238435,1.9289068440238784,1,4509394,114.18646796,12114.617647058823,97,8965,0.01612658486251029,0.006368628990693473,6.002758579603204e-5,0.007497023197886055,8.111670387004432e-5
Baseline,wk inc hosp,ky,2023-2024,Influenza,0.3625786974026546,0.14476488236966964,0.11768797458438839,0.1001258404485966,-0.09984189723320158,0.005181818181818195,0.4889352653135482,1.1913287844715432,1,4509394,114.18646796,12114.617647058823,97,3950,0.00804051935587475,0.003175321068076713,2.992902524585092e-5,0.0037379247154912844,9.179207529181128e-5
Baseline,wk inc hosp,la,2022-2023,COVID-19,0.5453540194293414,0.5101633943389697,0.00901795985759253,0.02617266523277904,0.30758014931927974,0.06969696969696967,0.3344353670188528,2.168857632612501,1,4624047,107.01035949,12444.642857142857,134,14755,0.011793868432335168,0.005096273127465796,4.3822392148146246e-5,0.004069806115144338,3.696062483424882e-5
Baseline,wk inc hosp,la,2022-2023,Influenza,0.43457361009714823,0.1684991080190316,0.1457362564190836,0.12033824565903302,-0.10362771739130434,-3.125000000000055e-4,0.4902246429529251,1.2113955835729189,1,4624047,107.01035949,12444.642857142857,134,3118,0.009398122685542517,0.004061042427745126,3.49205368997565e-5,0.0032430866425160318,1.3937575692660303e-4
Baseline,wk inc hosp,la,2023-2024,COVID-19,0.7195544719285941,0.6864865008607391,0.019713824364460553,0.013354146703394415,0.3396790890269151,-0.029761904761904795,0.4651825435427858,2.0276121815327626,1,4624047,107.01035949,12244.53431372549,132,6538,0.015561140964367233,0.006724157131682524,5.87653604042753e-5,0.0054511702418832885,1.1005727622034172e-4
