state,omega,pop,season,cadence,location_level,disease
wv,14.471770862312749,1792147,2023-2024,Daily,state,Influenza
wy,12.666242747047052,578759,2023-2024,Daily,state,Influenza
ak,8.911971941660756,731545,2022-2024,Weekly,state,Influenza
al,8.03312267114059,4903185,2022-2024,Weekly,state,Influenza
ar,8.211816845231656,3017804,2022-2024,Weekly,state,Influenza
az,14.871782897742204,7278717,2022-2024,Weekly,state,Influenza
ca,14.505970489602804,39512223,2022-2024,Weekly,state,Influenza
co,8.952881123523282,5758736,2022-2024,Weekly,state,Influenza
ct,8.920071354334258,3565287,2022-2024,Weekly,state,Influenza
dc,7.793160990392645,705749,2022-2024,Weekly,state,Influenza
de,8.373251660946291,973764,2022-2024,Weekly,state,Influenza
fl,11.1453635363715,21477737,2022-2024,Weekly,state,Influenza
ga,4.426627980315367,10617423,2022-2024,Weekly,state,Influenza
hi,10.138804527016953,1415872,2022-2024,Weekly,state,Influenza
ia,13.207863148823762,3155070,2022-2024,Weekly,state,Influenza
id,8.6104465476786185,1787065,2022-2024,Weekly,state,Influenza
il,13.031896865575144,12671821,2022-2024,Weekly,state,Influenza
in,13.954193630464196,6732219,2022-2024,Weekly,state,Influenza
ks,7.453554174249066,2913314,2022-2024,Weekly,state,Influenza
ky,10.550469463499157,4467673,2022-2024,Weekly,state,Influenza
la,9.879897834950825,4648794,2022-2024,Weekly,state,Influenza
ma,17.814824500720437,6892503,2022-2024,Weekly,state,Influenza
md,9.642477945437689,6045680,2022-2024,Weekly,state,Influenza
me,11.327315339872168,1344212,2022-2024,Weekly,state,Influenza
mi,15.922025830687003,9986857,2022-2024,Weekly,state,Influenza
mn,10.67378922251294,5639632,2022-2024,Weekly,state,Influenza
mo,10.534242926992999,6137428,2022-2024,Weekly,state,Influenza
ms,9.326942596325082,2976149,2022-2024,Weekly,state,Influenza
mt,9.290902831517943,1068778,2022-2024,Weekly,state,Influenza
nc,8.964248785867957,10488084,2022-2024,Weekly,state,Influenza
nd,8.677351473096074,762062,2022-2024,Weekly,state,Influenza
ne,9.93602909150706,1934408,2022-2024,Weekly,state,Influenza
nh,9.229509381983137,1359711,2022-2024,Weekly,state,Influenza
nj,10.886903569747242,8882190,2022-2024,Weekly,state,Influenza
nm,11.249191936826897,2096829,2022-2024,Weekly,state,Influenza
nv,8.74271789273836,3080156,2022-2024,Weekly,state,Influenza
ny,19.10258316513298,19453561,2022-2024,Weekly,state,Influenza
oh,13.684686997509687,11689100,2022-2024,Weekly,state,Influenza
ok,13.315139097595829,3956971,2022-2024,Weekly,state,Influenza
or,14.86141692440569,4217737,2022-2024,Weekly,state,Influenza
pa,9.603715456323469,12801989,2022-2024,Weekly,state,Influenza
ri,8.158440481319317,1059361,2022-2024,Weekly,state,Influenza
sc,8.904916438603793,5148714,2022-2024,Weekly,state,Influenza
sd,7.407907197427599,884659,2022-2024,Weekly,state,Influenza
tn,10.471075268514074,6829174,2022-2024,Weekly,state,Influenza
tx,17.55710246018086,28995881,2022-2024,Weekly,state,Influenza
us,15.341513830139142,328239523,2022-2024,Weekly,state,Influenza
ut,6.398213963721444,3205958,2022-2024,Weekly,state,Influenza
va,5.145579946496859,8535519,2022-2024,Weekly,state,Influenza
vt,7.693692022962761,623989,2022-2024,Weekly,state,Influenza
wa,9.898197647533147,7614893,2022-2024,Weekly,state,Influenza
wi,11.828948483644696,5822434,2022-2024,Weekly,state,Influenza
wv,7.45415401391103,1792147,2022-2024,Weekly,state,Influenza
wy,8.105381265799661,578759,2022-2024,Weekly,state,Influenza
ak,6.133652098484776,731545,2022-2023,Weekly,state,Influenza
al,10.061877218352544,4903185,2022-2023,Weekly,state,Influenza
ar,5.32769924052916,3017804,2022-2023,Weekly,state,Influenza
az,13.261698562578061,7278717,2022-2023,Weekly,state,Influenza
ca,14.115099688784438,39512223,2022-2023,Weekly,state,Influenza
co,7.4052248036780455,5758736,2022-2023,Weekly,state,Influenza
ct,10.148771135839974,3565287,2022-2023,Weekly,state,Influenza
dc,4.152879795154229,705749,2022-2023,Weekly,state,Influenza
de,10.0869713631774,973764,2022-2023,Weekly,state,Influenza
fl,8.023920214085823,21477737,2022-2023,Weekly,state,Influenza
ga,6.443703527093048,10617423,2022-2023,Weekly,state,Influenza
hi,12.182558584779457,1415872,2022-2023,Weekly,state,Influenza
ia,15.281815031127666,3155070,2022-2023,Weekly,state,Influenza
id,8.611983599442553,1787065,2022-2023,Weekly,state,Influenza
il,14.523321228638242,12671821,2022-2023,Weekly,state,Influenza
in,14.920568371608967,6732219,2022-2023,Weekly,state,Influenza
ks,8.804443059857714,2913314,2022-2023,Weekly,state,Influenza
ky,14.148234588254127,4467673,2022-2023,Weekly,state,Influenza
la,10.858796949075622,4648794,2022-2023,Weekly,state,Influenza
ma,23.227475155744692,6892503,2022-2023,Weekly,state,Influenza
md,12.834045299396301,6045680,2022-2023,Weekly,state,Influenza
me,13.414646789704122,1344212,2022-2023,Weekly,state,Influenza
mi,13.749511257725578,9986857,2022-2023,Weekly,state,Influenza
mn,13.23382824144227,5639632,2022-2023,Weekly,state,Influenza
mo,10.903733239931146,6137428,2022-2023,Weekly,state,Influenza
ms,9.62832481625593,2976149,2022-2023,Weekly,state,Influenza
mt,7.584592044331306,1068778,2022-2023,Weekly,state,Influenza
nc,8.086548866017306,10488084,2022-2023,Weekly,state,Influenza
nd,11.266732959796244,762062,2022-2023,Weekly,state,Influenza
ne,12.14451162496404,1934408,2022-2023,Weekly,state,Influenza
nh,12.826458827101838,1359711,2022-2023,Weekly,state,Influenza
nj,11.63296508195437,8882190,2022-2023,Weekly,state,Influenza
nm,11.996040196700108,2096829,2022-2023,Weekly,state,Influenza
nv,9.740681159755294,3080156,2022-2023,Weekly,state,Influenza
ny,26.242977159010273,19453561,2022-2023,Weekly,state,Influenza
oh,17.45526461774738,11689100,2022-2023,Weekly,state,Influenza
ok,14.414219349219914,3956971,2022-2023,Weekly,state,Influenza
or,19.123558748815594,4217737,2022-2023,Weekly,state,Influenza
pa,13.511741510901631,12801989,2022-2023,Weekly,state,Influenza
ri,8.5544618062357909,1059361,2022-2023,Weekly,state,Influenza
sc,9.801517315192553,5148714,2022-2023,Weekly,state,Influenza
sd,13.852274291703049,884659,2022-2023,Weekly,state,Influenza
tn,9.848695947825693,6829174,2022-2023,Weekly,state,Influenza
tx,14.259826882033522,28995881,2022-2023,Weekly,state,Influenza
us,17.947562243466276,328239523,2022-2023,Weekly,state,Influenza
ut,3.1868084555292775,3205958,2022-2023,Weekly,state,Influenza
va,11.347044167489162,8535519,2022-2023,Weekly,state,Influenza
vt,8.681471522343765,623989,2022-2023,Weekly,state,Influenza
wa,11.47042606869445,7614893,2022-2023,Weekly,state,Influenza
wi,15.149916468158587,5822434,2022-2023,Weekly,state,Influenza
wv,9.518089869608515,1792147,2022-2023,Weekly,state,Influenza
wy,3.2921320384654673,578759,2022-2023,Weekly,state,Influenza
ak,8.639970860457414,731545,2023-2024,Weekly,state,Influenza
al,10.826348536847185,4903185,2023-2024,Weekly,state,Influenza
ar,17.007094781761523,3017804,2023-2024,Weekly,state,Influenza
az,14.838542600646786,7278717,2023-2024,Weekly,state,Influenza
ca,11.762368423228509,39512223,2023-2024,Weekly,state,Influenza
co,12.754416798036273,5758736,2023-2024,Weekly,state,Influenza
ct,9.469863591238791,3565287,2023-2024,Weekly,state,Influenza
dc,6.645065614009649,705749,2023-2024,Weekly,state,Influenza
de,5.540346270195606,973764,2023-2024,Weekly,state,Influenza
fl,6.653549533972503,21477737,2023-2024,Weekly,state,Influenza
ga,4.847042305255423,10617423,2023-2024,Weekly,state,Influenza
hi,22.573168084972885,1415872,2023-2024,Weekly,state,Influenza
ia,9.2301240789471,3155070,2023-2024,Weekly,state,Influenza
id,8.522386664296178,1787065,2023-2024,Weekly,state,Influenza
il,11.733818940412155,12671821,2023-2024,Weekly,state,Influenza
in,21.345084457392772,6732219,2023-2024,Weekly,state,Influenza
ks,13.96168347445289,2913314,2023-2024,Weekly,state,Influenza
ky,9.385495453429915,4467673,2023-2024,Weekly,state,Influenza
la,9.843922354933966,4648794,2023-2024,Weekly,state,Influenza
ma,13.422511038071539,6892503,2023-2024,Weekly,state,Influenza
md,9.052101765710596,6045680,2023-2024,Weekly,state,Influenza
me,7.775983562527456,1344212,2023-2024,Weekly,state,Influenza
mi,11.907761638388958,9986857,2023-2024,Weekly,state,Influenza
mn,8.006900358221959,5639632,2023-2024,Weekly,state,Influenza
mo,14.159609586050681,6137428,2023-2024,Weekly,state,Influenza
ms,8.040696785219147,2976149,2023-2024,Weekly,state,Influenza
mt,10.58370976241495,1068778,2023-2024,Weekly,state,Influenza
nc,7.91084246222773,10488084,2023-2024,Weekly,state,Influenza
nd,6.115804329432639,762062,2023-2024,Weekly,state,Influenza
ne,13.3216402198973,1934408,2023-2024,Weekly,state,Influenza
nh,9.117302637102165,1359711,2023-2024,Weekly,state,Influenza
nj,9.597306106974745,8882190,2023-2024,Weekly,state,Influenza
nm,13.195225707976032,2096829,2023-2024,Weekly,state,Influenza
nv,11.042613588832218,3080156,2023-2024,Weekly,state,Influenza
ny,11.772749405244088,19453561,2023-2024,Weekly,state,Influenza
oh,20.761227209525412,11689100,2023-2024,Weekly,state,Influenza
ok,7.363894611539202,3956971,2023-2024,Weekly,state,Influenza
or,9.702718801769372,4217737,2023-2024,Weekly,state,Influenza
pa,5.171326027008593,12801989,2023-2024,Weekly,state,Influenza
ri,10.216925672259002,1059361,2023-2024,Weekly,state,Influenza
sc,9.957758219158286,5148714,2023-2024,Weekly,state,Influenza
sd,13.40159905809909,884659,2023-2024,Weekly,state,Influenza
tn,5.937778011621997,6829174,2023-2024,Weekly,state,Influenza
tx,19.695523438036165,28995881,2023-2024,Weekly,state,Influenza
us,13.402805214975865,328239523,2023-2024,Weekly,state,Influenza
ut,10.36018379697473,3205958,2023-2024,Weekly,state,Influenza
va,3.182593386685606,8535519,2023-2024,Weekly,state,Influenza
vt,9.498922585603452,623989,2023-2024,Weekly,state,Influenza
wa,12.0645561372133,7614893,2023-2024,Weekly,state,Influenza
wi,6.474993604271983,5822434,2023-2024,Weekly,state,Influenza
wv,11.92329958178231,1792147,2023-2024,Weekly,state,Influenza
wy,6.267130798280263,578759,2023-2024,Weekly,state,Influenza
