model,target,location,season,disease,interval_score,dispersion,underprediction,overprediction,coverage_deviation,bias,ae_median,relative_skill,scaled_rel_skill,pop,density,inpatient_beds,median_facilities,burden,wis_per100k,normalized_wis_dens,wis_hosp_capacity,wis_facilities,wis_burden,omega
Baseline,wk inc hosp,fl,2023-2024,Influenza,0.20808115805718044,0.05463773658045279,0.09164643043250534,0.06179699104422231,-0.20893280632411068,-0.01927272727272726,0.3099126767442306,1.118934907388847,1,21781128,405.98041819,56236.117647058825,204,18401,9.55327740864387e-4,5.125398879701578e-4,3.700133771024344e-6,0.00102000567675088,1.1308144017019751e-5,20.55943592082573
Baseline,wk inc hosp,ga,2022-2023,COVID-19,0.7116240545163716,0.667218317227636,0.0246188537681788,0.01978688352055673,0.304286341677646,0.00101010101010099,0.4503550261168529,1.995547823415635,1,10799566,187.11258523,21006.00824175824,138,30172,0.00658937641120366,0.00380318648070432,3.3877167252639684e-5,0.00515669604722008,2.358557783761009e-5,19.348736046020797
Baseline,wk inc hosp,ga,2022-2023,Influenza,0.25217639986819035,0.09796436917609597,0.10134017506325098,0.05287185562884338,-0.07271739130434783,-0.079921875,0.30565193731199464,0.943481529632479,1,10799566,187.11258523,21006.00824175824,138,4151,0.00233506050028482,0.00134772548601267,1.2004965292115048e-5,0.00182736521643616,6.075075882153465e-5,12.998038762332786
Baseline,wk inc hosp,ga,2023-2024,COVID-19,0.6981160891788483,0.6603057230472653,0.01583679245574342,0.02197357367583954,0.31643178410794603,0.02241379310344825,0.40538143532631465,2.0632190416957465,1,10799566,187.11258523,21367.46568627451,135,16355,0.00646429763176453,0.00373099483565319,3.267191811274494e-5,0.00517123029021369,4.268517818274829e-5,17.986889496526924
Baseline,wk inc hosp,ga,2023-2024,Influenza,0.44239699071909255,0.08753026150174976,0.23660097029312047,0.11826575892422232,-0.26466403162055335,0.03409090909090909,0.5701796671667863,1.273147023414386,1,10799566,187.11258523,21367.46568627451,135,7641,0.00409643304850484,0.00236433583649809,2.0704233118449244e-5,0.00327701474606735,5.789778703299209e-5,20.54266101761283
Baseline,wk inc hosp,hi,2022-2023,COVID-19,0.42442961294807674,0.3928661289477822,0.01996514413042472,0.0115983398698698,0.3137285902503294,-0.05454545454545456,0.2856693105052949,1.7938196796706207,1,1441553,224.45613791,2523.186813186813,24,5720,0.02944252573079704,0.00189092451157766,1.6821172761759062e-4,0.01768456720616986,7.42009812846288e-5,12.092707419988391
Baseline,wk inc hosp,hi,2022-2023,Influenza,0.4838217141150702,0.15209866596082586,0.13611196875961457,0.19561107939462977,-0.03535326086956522,-0.00585937499999999,0.7201610513907488,1.0082088256552026,1,1441553,224.45613791,2523.186813186813,24,378,0.03356253388637602,0.00215552899831622,1.917502547122137e-4,0.02015923808812792,0.00127995162464304,12.783990518474585
Baseline,wk inc hosp,hi,2023-2024,COVID-19,0.48239400647364583,0.4549796096599664,0.01625699340771723,0.01115740340596225,0.33817091454272863,-0.03620689655172416,0.3209787460676228,2.1386000514273347,1,1441553,224.45613791,2514.848039215686,24,2547,0.03346349433379458,0.00214916825605843,1.9181835202420087e-4,0.02009975026973524,1.8939694011529089e-4,13.527436035704222
Baseline,wk inc hosp,hi,2023-2024,Influenza,0.3071708560604388,0.09382954752769276,0.09527253252385318,0.11806877600889286,-0.10616600790513836,-0.09872727272727272,0.44013400073136166,0.985711350115894,1,1441553,224.45613791,2514.848039215686,24,529,0.0213083290077048,0.00136851172313944,1.2214290934104997e-4,0.01279878566918495,5.806632439705838e-4,11.623928244836378
Baseline,wk inc hosp,ia,2022-2023,COVID-19,0.6058912769578261,0.5702473934492918,0.013782031218112,0.02186185229042228,0.338102766798419,5.050505050504864e-4,0.4820996245622375,1.6718625269440792,1,3193079,57.169008467,7029.956043956044,115,7979,0.01897514207941069,0.01059824707835484,8.618706477954964e-5,0.00526861979963327,7.593574093969496e-5,10.377112629479868
Baseline,wk inc hosp,ia,2022-2023,Influenza,0.6394606836575515,0.22893851934195628,0.2025610028280432,0.2079611614875521,-0.03807065217391305,-0.007578125,0.8003913241301442,1.2772750568739468,1,3193079,57.169008467,7029.956043956044,115,2191,0.02002645984197545,0.01118544296647494,9.09622591747673e-5,0.0055605276839787,2.9185791129965837e-4,19.381959388138892
Baseline,wk inc hosp,ia,2023-2024,COVID-19,0.6237251651099716,0.574929446036801,0.01895449566801688,0.02984122340515372,0.3115592203898051,-8.620689655172574e-4,0.47877908501406463,1.5105985278745448,1,3193079,57.169008467,7092.421568627451,113,5000,0.01953365905165427,0.01091019735754221,8.794248326537038e-5,0.00551969172663691,1.2474503302199432e-4,12.939615375713064
Baseline,wk inc hosp,ia,2023-2024,Influenza,0.371196614101051,0.11354767258178589,0.18263285460100392,0.07501608691826119,-0.16426877470355733,-0.2722727272727273,0.5478168557490269,1.1300826376339357,1,3193079,57.169008467,7092.421568627451,113,2126,0.0116250369659207,0.00649296925125645,5.2337077048972736e-5,0.00328492578850487,1.7459859553200892e-4,13.175129548104758
Baseline,wk inc hosp,id,2022-2023,COVID-19,0.5702417565258747,0.5404844085468377,0.01745624868423513,0.01230109929480192,0.35654808959156786,-0.0373737373737374,0.40926414145987977,1.790038551449646,1,1900923,23.001022601,2837.0906593406594,45,4416,0.02999815124157447,0.02479201757321358,2.0099525358784236e-4,0.01267203903390832,1.291308325466202e-4,10.028804996937634
Baseline,wk inc hosp,id,2022-2023,Influenza,0.7327050426123887,0.19565835469835333,0.29401133377895355,0.2430353541350818,-0.08596467391304348,-0.03664062499999999,0.9319765356020094,1.173161668624001,1,1900923,23.001022601,2837.0906593406594,45,1645,0.03854469868650065,0.03185532466632737,2.5825929820045635e-4,0.0162823342802753,4.4541339976437e-4,15.97596193987486
Baseline,wk inc hosp,id,2023-2024,COVID-19,0.5773075901518282,0.5346082249904595,0.0227646079470503,0.01993475721431843,0.31643178410794603,-0.02758620689655174,0.4405153762273646,1.5431633957920523,1,1900923,23.001022601,2857.642156862745,45,2808,0.03036985665131245,0.02509921407262688,2.0202235215679485e-4,0.01282905755892951,2.0559387113669095e-4,11.130201143738939
Baseline,wk inc hosp,id,2023-2024,Influenza,0.43076317616568766,0.13778020701617544,0.1698195276840196,0.12316344146549264,-0.12355731225296444,0.03972727272727274,0.6023755879016389,1.0850810096074874,1,1900923,23.001022601,2857.642156862745,45,1516,0.02266073776611086,0.01872800108230665,1.5074076896968788e-4,0.00957251502590417,2.8414457530718184e-4,14.805220275825315
Baseline,wk inc hosp,il,2022-2023,COVID-19,0.514577109398708,0.4819049429186554,0.01853464054871778,0.01413752593133493,0.29901624945103206,-0.02878787878787881,0.3309481495800699,2.0256682304193774,1,12671469,228.2588546,28582.126373626375,177,43550,0.00406091124398211,0.00225435771287142,1.800345791884555e-5,0.00290721530733733,1.1815777483322802e-5,17.142015732953343
Baseline,wk inc hosp,il,2022-2023,Influenza,0.6524851100873974,0.26694148449381283,0.2047410112863297,0.18080261430725492,-0.09615489130434784,0.00570312499999999,0.70702277152607,1.397414972344757,1,12671469,228.2588546,28582.126373626375,177,7338,0.00514924599576732,0.00285853143016427,2.282843136154719e-5,0.00368635655416608,8.891865768430054e-5,25.910457857510572
Baseline,wk inc hosp,il,2023-2024,COVID-19,0.5221638896355202,0.47319263867393047,0.01750134139922096,0.0314699095623687,0.26020989505247377,0.01810344827586206,0.3528999205726931,1.7097134954005175,1,12671469,228.2588546,28210.33823529412,176,22927,0.00412078417771073,0.0022875953292176,1.850966426847863e-5,0.00296684028202,2.2775063882562924e-5,19.602505238362756
Baseline,wk inc hosp,il,2023-2024,Influenza,0.345309441365226,0.13228053475496188,0.1485909394627258,0.06443796714753833,-0.13027667984189722,-0.03545454545454545,0.46840118389118174,1.232504337228365,1,12671469,228.2588546,28210.33823529412,176,6431,0.00272509399948203,0.00151279757348447,1.224052822355768e-5,0.00196198546230242,5.369451739468605e-5,17.66142719849225
Baseline,wk inc hosp,in,2022-2023,COVID-19,0.6542718865231262,0.6205641758492427,0.01204840755777496,0.02165930311610854,0.33019762845849804,0.03030303030303028,0.4372746777257013,2.1115824308039515,1,6805985,189.97357795,14972.997252747253,122,18275,0.00961318437409318,0.00344401518139184,4.369678798966453e-5,0.00536288431576333,3.5801471218775715e-5,14.478989099089912
Baseline,wk inc hosp,in,2022-2023,Influenza,0.5342538601283722,0.21015382482132627,0.14106058429650645,0.18303945101053945,-0.0795108695652174,0.091875,0.5632656907851897,1.440660244591338,1,6805985,189.97357795,14972.997252747253,122,6080,0.00784976546566547,0.00281225350332131,3.568115662549441e-5,0.00437913000105223,8.787070067900859e-5,24.23816062903743
Baseline,wk inc hosp,in,2023-2024,COVID-19,0.6635913154448334,0.5905315068374788,0.02679170483207652,0.04626810377527811,0.2714542728635682,0.03017241379310343,0.5118194480013238,1.5774689881404278,1,6805985,189.97357795,15040.372549019608,122,11399,0.00975011428095761,0.00349307162925302,4.412067010189112e-5,0.0054392730774166604,5.821487108034331e-5,15.644509806038032
Baseline,wk inc hosp,in,2023-2024,Influenza,0.3499204618621568,0.1065921788747963,0.1619252162465663,0.08140306674079419,-0.19628458498023715,-0.23927272727272725,0.5058786492464303,1.1533880714771985,1,6805985,189.97357795,15040.372549019608,122,6081,0.00514136398863877,0.00184194278824528,2.326541185876184e-5,0.00286820050706685,5.754324319390837e-5,19.88027207727584
Baseline,wk inc hosp,ks,2022-2023,COVID-19,0.6248627927279814,0.59000734287868,0.01762815375800311,0.01722729609129834,0.3418357487922705,-0.02424242424242427,0.4662900374521698,1.7353256718610135,1,2934582,35.893253619,8056.854395604396,126,7932,0.02129307658562553,0.01740892033251652,7.755666939555093e-5,0.00495922851371413,7.877745747957405e-5,11.9409837090105
Baseline,wk inc hosp,ks,2022-2023,Influenza,0.6110802837499529,0.26453256824338534,0.1798216796957561,0.16672603581081147,-0.03875,0.01953124999999999,0.7474706584997831,1.3372108629610244,1,2934582,35.893253619,8056.854395604396,126,1921,0.02082341825002514,0.01702493427418012,7.584601306476905e-5,0.00484984352182502,3.181053012753529e-4,20.997977878036167
Baseline,wk inc hosp,ks,2023-2024,COVID-19,0.628639244205455,0.5795132182579198,0.02439104783745581,0.02473497811007933,0.3044377811094453,-0.04655172413793105,0.47171434003321094,1.4820953255082012,1,2934582,35.893253619,7919.235294117647,123,5067,0.02142176446953791,0.01751413373884518,7.938130650978434e-5,0.00511088816427199,1.2406537284496844e-4,15.563105475225502
Baseline,wk inc hosp,ks,2023-2024,Influenza,0.3756288508550792,0.1277257115550597,0.1473024274663202,0.10060071183369931,-0.14292490118577075,-0.09290909090909091,0.522566903877629,1.1040365162343602,1,2934582,35.893253619,7919.235294117647,123,1860,0.01280008024499159,0.01046516581757417,4.743246499243352e-5,0.00305389309638275,2.0195099508337592e-4,16.881621645183
Baseline,wk inc hosp,ky,2022-2023,COVID-19,0.7195030996365737,0.6977621618674349,0.01527068625616241,0.00647025151297637,0.3624769433465086,-0.0368686868686869,0.35882183942553747,2.105121427581302,1,4509394,114.18646796,11989.818681318682,98,13502,0.01595564946501844,0.00630112405165749,6.000950629533959e-5,0.0073418683636385,5.3288631286962946e-5,12.869001866526608
Baseline,wk inc hosp,ky,2022-2023,Influenza,0.7010786256520838,0.276423812127416,0.22236556138046043,0.20228925214420732,-0.0652445652173913,0.02718749999999999,0.7803975992371895,1.4089301741764912,1,4509394,114.18646796,11989.818681318682,98,4477,0.01554706964288513,0.00613976978338339,5.847282968043823e-5,0.00715386352706208,1.5659562779809778e-4,24.253857648020382
Baseline,wk inc hosp,ky,2023-2024,COVID-19,0.6823533068913505,0.6585077047077713,0.01170774544266379,0.01213785674091539,0.34416791604197905,-0.0181034482758621,0.333255464827703,2.091906137298613,1,4509394,114.18646796,12114.617647058823,97,8965,0.01513181830843236,0.00597578083534716,5.6324790989752096e-5,0.00703457017413763,7.611302921264368e-5,14.314281787308547
Baseline,wk inc hosp,ky,2023-2024,Influenza,0.36257869740265464,0.14476488236966964,0.1176879745843884,0.1001258404485966,-0.09984189723320158,0.00518181818181819,0.4889352653135482,1.1913287844715432,1,4509394,114.18646796,12114.617647058823,97,3950,0.00804051935587475,0.00317532106807671,2.9929025245850923e-5,0.00373792471549128,9.17920752918113e-5,16.60967818140048
