,geo_value,signal,time_value,issue,lag,value,stderr,sample_size,geo_type,data_source
78,us,pct_ed_visits_influenza,202413,202551,90,1.43,,,nation,nssp
79,us,pct_ed_visits_influenza,202414,202551,89,1.17,,,nation,nssp
80,us,pct_ed_visits_influenza,202415,202551,88,0.87,,,nation,nssp
81,us,pct_ed_visits_influenza,202416,202551,87,0.65,,,nation,nssp
82,us,pct_ed_visits_influenza,202417,202551,86,0.52,,,nation,nssp
83,us,pct_ed_visits_influenza,202418,202551,85,0.44,,,nation,nssp
84,us,pct_ed_visits_influenza,202419,202551,84,0.34,,,nation,nssp
85,us,pct_ed_visits_influenza,202420,202551,83,0.31,,,nation,nssp
86,us,pct_ed_visits_influenza,202421,202551,82,0.27,,,nation,nssp
87,us,pct_ed_visits_influenza,202422,202551,81,0.26,,,nation,nssp
88,us,pct_ed_visits_influenza,202423,202551,80,0.23,,,nation,nssp
89,us,pct_ed_visits_influenza,202424,202551,79,0.2,,,nation,nssp
90,us,pct_ed_visits_influenza,202425,202551,78,0.19,,,nation,nssp
91,us,pct_ed_visits_influenza,202426,202551,77,0.18,,,nation,nssp
92,us,pct_ed_visits_influenza,202427,202551,76,0.17,,,nation,nssp
93,us,pct_ed_visits_influenza,202428,202551,75,0.15,,,nation,nssp
94,us,pct_ed_visits_influenza,202429,202551,74,0.15,,,nation,nssp
95,us,pct_ed_visits_influenza,202430,202551,73,0.14,,,nation,nssp
96,us,pct_ed_visits_influenza,202431,202551,72,0.14,,,nation,nssp
97,us,pct_ed_visits_influenza,202432,202551,71,0.14,,,nation,nssp
98,us,pct_ed_visits_influenza,202433,202551,70,0.14,,,nation,nssp
99,us,pct_ed_visits_influenza,202434,202551,69,0.16,,,nation,nssp
100,us,pct_ed_visits_influenza,202435,202551,68,0.17,,,nation,nssp
101,us,pct_ed_visits_influenza,202436,202551,67,0.18,,,nation,nssp
102,us,pct_ed_visits_influenza,202437,202551,66,0.19,,,nation,nssp
103,us,pct_ed_visits_influenza,202438,202551,65,0.19,,,nation,nssp
104,us,pct_ed_visits_influenza,202439,202551,64,0.2,,,nation,nssp
105,us,pct_ed_visits_influenza,202440,202551,63,0.2,,,nation,nssp
106,us,pct_ed_visits_influenza,202441,202551,62,0.22,,,nation,nssp
107,us,pct_ed_visits_influenza,202442,202551,61,0.23,,,nation,nssp
108,us,pct_ed_visits_influenza,202443,202551,60,0.28,,,nation,nssp
109,us,pct_ed_visits_influenza,202444,202551,59,0.34,,,nation,nssp
110,us,pct_ed_visits_influenza,202445,202551,58,0.42,,,nation,nssp
111,us,pct_ed_visits_influenza,202446,202551,57,0.51,,,nation,nssp
112,us,pct_ed_visits_influenza,202447,202551,56,0.62,,,nation,nssp
113,us,pct_ed_visits_influenza,202448,202551,55,0.89,,,nation,nssp
114,us,pct_ed_visits_influenza,202449,202551,54,1.07,,,nation,nssp
115,us,pct_ed_visits_influenza,202450,202551,53,1.8,,,nation,nssp
116,us,pct_ed_visits_influenza,202451,202551,52,3.24,,,nation,nssp
117,us,pct_ed_visits_influenza,202452,202551,51,5.44,,,nation,nssp
118,us,pct_ed_visits_influenza,202501,202551,50,4.99,,,nation,nssp
119,us,pct_ed_visits_influenza,202502,202551,49,4.39,,,nation,nssp
120,us,pct_ed_visits_influenza,202503,202551,48,5.45,,,nation,nssp
121,us,pct_ed_visits_influenza,202504,202551,47,7.29,,,nation,nssp
122,us,pct_ed_visits_influenza,202505,202551,46,8.36,,,nation,nssp
123,us,pct_ed_visits_influenza,202506,202551,45,8.22,,,nation,nssp
124,us,pct_ed_visits_influenza,202507,202551,44,6.68,,,nation,nssp
125,us,pct_ed_visits_influenza,202508,202551,43,5.21,,,nation,nssp
126,us,pct_ed_visits_influenza,202509,202551,42,3.98,,,nation,nssp
127,us,pct_ed_visits_influenza,202510,202551,41,3.22,,,nation,nssp
128,us,pct_ed_visits_influenza,202511,202551,40,2.57,,,nation,nssp
129,us,pct_ed_visits_influenza,202512,202551,39,1.84,,,nation,nssp
130,us,pct_ed_visits_influenza,202513,202551,38,1.44,,,nation,nssp
131,us,pct_ed_visits_influenza,202514,202551,37,1.11,,,nation,nssp
132,us,pct_ed_visits_influenza,202515,202551,36,0.83,,,nation,nssp
133,us,pct_ed_visits_influenza,202516,202551,35,0.71,,,nation,nssp
134,us,pct_ed_visits_influenza,202517,202551,34,0.58,,,nation,nssp
135,us,pct_ed_visits_influenza,202518,202551,33,0.43,,,nation,nssp
136,us,pct_ed_visits_influenza,202519,202551,32,0.36,,,nation,nssp
137,us,pct_ed_visits_influenza,202520,202551,31,0.32,,,nation,nssp
138,us,pct_ed_visits_influenza,202521,202551,30,0.28,,,nation,nssp
139,us,pct_ed_visits_influenza,202522,202551,29,0.28,,,nation,nssp
140,us,pct_ed_visits_influenza,202523,202551,28,0.22,,,nation,nssp
141,us,pct_ed_visits_influenza,202524,202551,27,0.19,,,nation,nssp
142,us,pct_ed_visits_influenza,202525,202551,26,0.16,,,nation,nssp
143,us,pct_ed_visits_influenza,202526,202551,25,0.14,,,nation,nssp
144,us,pct_ed_visits_influenza,202527,202551,24,0.13,,,nation,nssp
145,us,pct_ed_visits_influenza,202528,202551,23,0.1,,,nation,nssp
146,us,pct_ed_visits_influenza,202529,202551,22,0.1,,,nation,nssp
147,us,pct_ed_visits_influenza,202530,202551,21,0.1,,,nation,nssp
148,us,pct_ed_visits_influenza,202531,202551,20,0.1,,,nation,nssp
149,us,pct_ed_visits_influenza,202532,202551,19,0.1,,,nation,nssp
150,us,pct_ed_visits_influenza,202533,202551,18,0.11,,,nation,nssp
151,us,pct_ed_visits_influenza,202534,202551,17,0.13,,,nation,nssp
152,us,pct_ed_visits_influenza,202535,202551,16,0.15,,,nation,nssp
153,us,pct_ed_visits_influenza,202536,202551,15,0.16,,,nation,nssp
154,us,pct_ed_visits_influenza,202537,202551,14,0.16,,,nation,nssp
155,us,pct_ed_visits_influenza,202538,202551,13,0.15,,,nation,nssp
156,us,pct_ed_visits_influenza,202539,202551,12,0.16,,,nation,nssp
157,us,pct_ed_visits_influenza,202540,202551,11,0.17,,,nation,nssp
158,us,pct_ed_visits_influenza,202541,202551,10,0.18,,,nation,nssp
159,us,pct_ed_visits_influenza,202542,202551,9,0.2,,,nation,nssp
160,us,pct_ed_visits_influenza,202543,202551,8,0.23,,,nation,nssp
161,us,pct_ed_visits_influenza,202544,202551,7,0.29,,,nation,nssp
162,us,pct_ed_visits_influenza,202545,202551,6,0.42,,,nation,nssp
163,us,pct_ed_visits_influenza,202546,202551,5,0.61,,,nation,nssp
164,us,pct_ed_visits_influenza,202547,202551,4,0.98,,,nation,nssp
165,us,pct_ed_visits_influenza,202548,202551,3,1.45,,,nation,nssp
166,us,pct_ed_visits_influenza,202549,202551,2,1.65,,,nation,nssp
167,us,pct_ed_visits_influenza,202550,202551,1,2.79,,,nation,nssp
