geo_value,time_value,weekly_hosp,weekly_admits_p100K
mi,2020-11-15,2680,26.835269594828482
mn,2020-11-15,1585,28.104670659362167
mo,2020-11-15,2240,36.4973731667402
ms,2020-11-15,654,21.974706239506155
mt,2020-11-15,574,53.7061952996787
nc,2020-11-15,1279,12.194791727449932
nd,2020-11-15,428,56.16340927641058
ne,2020-11-15,911,47.094511602516114
nh,2020-11-15,80,5.883603206857928
nj,2020-11-15,1845,20.77190422632256
nm,2020-11-15,799,38.10515783595134
nv,2020-11-15,949,30.810127798721883
ny,2020-11-15,2795,14.367549468192482
oh,2020-11-15,3491,29.865430187097385
ok,2020-11-15,1903,48.09234133886753
or,2020-11-15,319,7.563297569288934
pa,2020-11-15,2574,20.106250677140874
ri,2020-11-15,120,11.32758332617493
sc,2020-11-15,543,10.546322829351174
sd,2020-11-15,502,56.74502831034331
tn,2020-11-15,1722,25.215348151914124
tx,2020-11-15,7488,25.824357604447336
us,2020-11-15,73406,22.363547000401898
ut,2020-11-15,562,17.529861588954066
va,2020-11-15,796,9.325736372914172
vt,2020-11-15,25,4.006480883477113
wa,2020-11-15,480,6.303437224922268
wi,2020-11-15,3547,60.91953983505868
wv,2020-11-15,325,18.13467310438262
wy,2020-11-15,195,33.692780587429304
ak,2020-11-16,122,16.677032855121695
al,2020-11-16,1321,26.94167158693788
ar,2020-11-16,881,29.19341348874877
az,2020-11-16,1334,18.327405777694064
ca,2020-11-16,4040,10.22468414394199
co,2020-11-16,1631,28.322187368894838
ct,2020-11-16,720,20.19472766147578
dc,2020-11-16,123,17.42829249492383
de,2020-11-16,152,15.609531672972096
fl,2020-11-16,3591,16.719638572723003
ga,2020-11-16,2523,23.762828324726254
hi,2020-11-16,61,4.308299055281834
ia,2020-11-16,1604,50.83880864766867
id,2020-11-16,366,20.48050854333782
il,2020-11-16,4414,34.833194061058784
in,2020-11-16,2363,35.09986826037596
ks,2020-11-16,1190,40.84695298893288
ky,2020-11-16,2516,56.31567037247355
la,2020-11-16,844,18.15524628538068
ma,2020-11-16,750,10.881388082094416
md,2020-11-16,1104,18.260973124611294
me,2020-11-16,71,5.281904937614008
mi,2020-11-16,2804,28.07690147160413
mn,2020-11-16,1599,28.352913807142027
mo,2020-11-16,2322,37.83343772016551
ms,2020-11-16,673,22.61311513637254
mt,2020-11-16,583,54.54827850124161
nc,2020-11-16,1308,12.471295996485154
nd,2020-11-16,424,55.63851760093011
ne,2020-11-16,915,47.301293212186884
nh,2020-11-16,87,6.398418487457996
nj,2020-11-16,1962,22.089146933357654
nm,2020-11-16,827,39.44050754734888
nv,2020-11-16,985,31.978899770011648
ny,2020-11-16,2812,14.454937067820127
oh,2020-11-16,3688,31.550760965343784
ok,2020-11-16,1939,49.002128142965915
or,2020-11-16,311,7.373622395137487
pa,2020-11-16,2697,21.06703887966159
ri,2020-11-16,128,12.082755547919925
sc,2020-11-16,539,10.468633526740852
sd,2020-11-16,522,59.00578641035699
tn,2020-11-16,1738,25.44963710106083
tx,2020-11-16,7729,26.655510139526367
us,2020-11-16,75268,22.9308156775502
ut,2020-11-16,596,18.590387023161252
va,2020-11-16,819,9.595198604794858
vt,2020-11-16,22,3.525703177459859
wa,2020-11-16,491,6.44789099466007
wi,2020-11-16,3515,60.3699415055628
wv,2020-11-16,338,18.860060028557925
wy,2020-11-16,208,35.9389659599246
ak,2020-11-17,120,16.40363887389019
al,2020-11-17,1316,26.839697054057723
ar,2020-11-17,907,30.054967121787897
az,2020-11-17,1389,19.083033452186697
ca,2020-11-17,4276,10.821967673142561
co,2020-11-17,1683,29.225163299724105
ct,2020-11-17,743,20.839837017328477
dc,2020-11-17,124,17.569985929841913
de,2020-11-17,149,15.301448811005542
fl,2020-11-17,3623,16.868630060978955
ga,2020-11-17,2503,23.574458698687998
hi,2020-11-17,66,4.661438322108213
ia,2020-11-17,1625,51.50440402273167
id,2020-11-17,367,20.536466216953496
il,2020-11-17,4398,34.70692965123166
in,2020-11-17,2425,36.020812751338006
ks,2020-11-17,1182,40.5723516243014
ky,2020-11-17,2556,57.21099104612177
la,2020-11-17,903,19.424392648932173
ma,2020-11-17,796,11.548779884462872
md,2020-11-17,1129,18.67449153775919
me,2020-11-17,77,5.728263101356036
mi,2020-11-17,2931,29.34857282926951
mn,2020-11-17,1615,28.636620261747574
mo,2020-11-17,2365,38.53405693720562
ms,2020-11-17,662,22.243509985555157
mt,2020-11-17,593,55.483926502978164
nc,2020-11-17,1379,13.14825472412311
nd,2020-11-17,426,55.90096343867034
ne,2020-11-17,922,47.66316102911071
nh,2020-11-17,87,6.398418487457996
nj,2020-11-17,2032,22.877240860643603
nm,2020-11-17,742,35.3867673520349
nv,2020-11-17,1026,33.31000118175833
ny,2020-11-17,2839,14.593729137816979
oh,2020-11-17,3815,32.637243243705676
ok,2020-11-17,2004,50.6447987614769
or,2020-11-17,339,8.03748550466755
pa,2020-11-17,2842,22.199675378568127
ri,2020-11-17,146,13.781893046846164
sc,2020-11-17,558,10.837657714139882
sd,2020-11-17,506,57.197179930346046
tn,2020-11-17,1738,25.44963710106083
tx,2020-11-17,7850,27.07281078991875
us,2020-11-17,76941,23.440504451378942
ut,2020-11-17,587,18.3096597023417
va,2020-11-17,871,10.204417563829452
vt,2020-11-17,23,3.685962412798944
wa,2020-11-17,507,6.658005568824145
wi,2020-11-17,3536,60.730615409294465
wv,2020-11-17,338,18.860060028557925
wy,2020-11-17,221,38.185151332419885
ak,2020-11-18,117,15.993547902042936
al,2020-11-18,1354,27.614703503946924
ar,2020-11-18,920,30.485743938307458
az,2020-11-18,1465,20.127173511485612
ca,2020-11-18,4416,11.176288410803917
co,2020-11-18,1755,30.475437665487707
ct,2020-11-18,733,20.55935468869687
dc,2020-11-18,120,17.00321219016959
de,2020-11-18,153,15.712225960294282
fl,2020-11-18,3646,16.975717693162924
ga,2020-11-18,2533,23.857013137745383
hi,2020-11-18,65,4.590810468742937
ia,2020-11-18,1628,51.59948907631209
id,2020-11-18,370,20.704339237800525
il,2020-11-18,4439,35.030482201413676
in,2020-11-18,2483,36.882341468689596
ks,2020-11-18,1160,39.81719787156482
ky,2020-11-18,2531,56.65141562509164
la,2020-11-18,963,20.7150499677981
ma,2020-11-18,842,12.21617168683133
md,2020-11-18,1185,19.60077278321049
me,2020-11-18,85,6.323407319678742
mi,2020-11-18,2991,29.94936244706418
mn,2020-11-18,1654,29.3281547448486
mo,2020-11-18,2402,39.13691533326338
ms,2020-11-18,708,23.789131525336938
mt,2020-11-18,614,57.44878730662494
nc,2020-11-18,1410,13.443828253091795
nd,2020-11-18,428,56.16340927641058
ne,2020-11-18,936,48.38689666295838
nh,2020-11-18,91,6.692598647800892
nj,2020-11-18,2092,23.55274994117442
nm,2020-11-18,787,37.532865102495244
nv,2020-11-18,1054,34.21904604831703
ny,2020-11-18,2858,14.691397631518466
oh,2020-11-18,3989,34.12580951484717
ok,2020-11-18,2084,52.666547215028864
or,2020-11-18,356,8.440545249739374
pa,2020-11-18,2991,23.363557022272087
ri,2020-11-18,152,14.348272213154912
sc,2020-11-18,569,11.051303296318265
sd,2020-11-18,505,57.08414202534536
tn,2020-11-18,1742,25.508209338347505
tx,2020-11-18,8058,27.79015405670895
us,2020-11-18,78526,23.923383534773173
ut,2020-11-18,622,19.401377061084393
va,2020-11-18,900,10.54417429098336
vt,2020-11-18,20,3.20518470678169
wa,2020-11-18,548,7.196424165119589
wi,2020-11-18,3504,60.18101707979858
wv,2020-11-18,332,18.52526606355394
wy,2020-11-18,238,41.122470665682954
ak,2020-11-19,124,16.9504268363532
al,2020-11-19,1372,27.981811822315493
ar,2020-11-19,924,30.618290651082706
az,2020-11-19,1579,21.69338360043398
ca,2020-11-19,4687,11.862152124419827
